time_ns,id,truth_label,classification_state,feature_rcs,feature_length,predicted_class,predicted_prob,prob_TargetSmall,prob_TargetMedium,prob_TargetLarge,predicted_group,predicted_group_prob,group_prob_SmallTargets,group_prob_LargeTargets
187000000000,1,TargetMedium,partial,3.900974,nan,TargetMedium,0.848656,0.120015,0.848656,0.031328,LargeTargets,0.879985,0.120015,0.879985
187000000000,2,TargetLarge,partial,10.199988,nan,TargetLarge,0.995976,0.000000,0.004024,0.995976,LargeTargets,1.000000,0.000000,1.000000
188000000000,1,TargetMedium,partial,4.845734,nan,TargetMedium,0.919203,0.003007,0.919203,0.077790,LargeTargets,0.996993,0.003007,0.996993
188000000000,2,TargetLarge,partial,10.336936,nan,TargetLarge,0.996947,0.000000,0.003053,0.996947,LargeTargets,1.000000,0.000000,1.000000
189000000000,0,TargetSmall,full,2.298717,0.736325,TargetSmall,0.918511,0.918511,0.080878,0.000611,SmallTargets,0.918511,0.918511,0.081489
189000000000,1,TargetMedium,partial,5.297434,nan,TargetMedium,0.881704,0.000335,0.881704,0.117961,LargeTargets,0.999665,0.000335,0.999665
189000000000,2,TargetLarge,partial,9.361291,nan,TargetLarge,0.980023,0.000000,0.019977,0.980023,LargeTargets,1.000000,0.000000,1.000000
190000000000,0,TargetSmall,full,2.671348,0.736325,TargetSmall,0.848360,0.848360,0.150266,0.001374,SmallTargets,0.848360,0.848360,0.151640
190000000000,2,TargetLarge,full,5.773063,1.354380,TargetMedium,0.817739,0.000007,0.817739,0.182254,LargeTargets,0.999993,0.000007,0.999993
190000000000,1,TargetMedium,full,3.514961,1.739101,TargetMedium,0.928158,0.029457,0.928158,0.042386,LargeTargets,0.970543,0.029457,0.970543
191000000000,1,TargetMedium,full,4.093492,1.739101,TargetMedium,0.929575,0.004246,0.929575,0.066178,LargeTargets,0.995754,0.004246,0.995754
191000000000,2,TargetLarge,partial,11.446380,nan,TargetLarge,0.999717,0.000000,0.000283,0.999717,LargeTargets,1.000000,0.000000,1.000000
192000000000,1,TargetMedium,partial,6.184850,nan,TargetMedium,0.730309,0.000002,0.730309,0.269689,LargeTargets,0.999998,0.000002,0.999998
192000000000,2,TargetLarge,partial,6.061841,nan,TargetMedium,0.758790,0.000004,0.758790,0.241206,LargeTargets,0.999996,0.000004,0.999996
193000000000,1,TargetMedium,partial,7.007173,nan,TargetLarge,0.520319,0.000000,0.479681,0.520319,LargeTargets,1.000000,0.000000,1.000000
193000000000,2,TargetLarge,partial,4.960889,nan,TargetMedium,0.911841,0.001760,0.911841,0.086398,LargeTargets,0.998240,0.001760,0.998240
194000000000,0,TargetSmall,partial,3.769753,nan,TargetMedium,0.797535,0.175866,0.797535,0.026599,LargeTargets,0.824134,0.175866,0.824134
194000000000,1,TargetMedium,partial,1.773156,nan,TargetSmall,0.945923,0.945923,0.053502,0.000576,SmallTargets,0.945923,0.945923,0.054077
194000000000,2,TargetLarge,full,9.083378,2.307033,TargetLarge,0.992506,0.000000,0.007494,0.992506,LargeTargets,1.000000,0.000000,1.000000
195000000000,2,TargetLarge,full,10.244794,2.307033,TargetLarge,0.999176,0.000000,0.000824,0.999176,LargeTargets,1.000000,0.000000,1.000000
195000000000,1,TargetMedium,full,5.004174,0.425234,TargetMedium,0.951659,0.003083,0.951659,0.045259,LargeTargets,0.996917,0.003083,0.996917
195000000000,0,TargetSmall,full,2.360876,0.367377,TargetSmall,0.943417,0.943417,0.056216,0.000367,SmallTargets,0.943417,0.943417,0.056583
196000000000,0,TargetSmall,full,2.071687,0.367377,TargetSmall,0.963389,0.963389,0.036403,0.000208,SmallTargets,0.963389,0.963389,0.036611
196000000000,1,TargetMedium,full,4.775018,0.425234,TargetMedium,0.954906,0.008803,0.954906,0.036291,LargeTargets,0.991197,0.008803,0.991197
196000000000,2,TargetLarge,partial,11.044882,nan,TargetLarge,0.999311,0.000000,0.000689,0.999311,LargeTargets,1.000000,0.000000,1.000000
197000000000,1,TargetMedium,partial,6.978147,nan,TargetLarge,0.510261,0.000000,0.489739,0.510261,LargeTargets,1.000000,0.000000,1.000000
197000000000,2,TargetLarge,partial,10.833257,nan,TargetLarge,0.998914,0.000000,0.001086,0.998914,LargeTargets,1.000000,0.000000,1.000000
198000000000,1,TargetMedium,partial,4.854671,nan,TargetMedium,0.918689,0.002886,0.918689,0.078425,LargeTargets,0.997114,0.002886,0.997114
198000000000,2,TargetLarge,partial,8.066370,nan,TargetLarge,0.840638,0.000000,0.159362,0.840638,LargeTargets,1.000000,0.000000,1.000000
199000000000,0,TargetSmall,full,2.369358,1.003272,TargetSmall,0.849893,0.849893,0.148685,0.001422,SmallTargets,0.849893,0.849893,0.150107
199000000000,1,TargetMedium,partial,5.783628,nan,TargetMedium,0.813677,0.000024,0.813677,0.186300,LargeTargets,0.999976,0.000024,0.999976
199000000000,2,TargetLarge,partial,13.911552,nan,TargetLarge,0.999999,0.000000,0.000001,0.999999,LargeTargets,1.000000,0.000000,1.000000
200000000000,0,TargetSmall,full,2.203399,1.003272,TargetSmall,0.881727,0.881727,0.117236,0.001037,SmallTargets,0.881727,0.881727,0.118273
200000000000,1,TargetMedium,full,5.474300,1.767043,TargetMedium,0.781945,0.000007,0.781945,0.218048,LargeTargets,0.999993,0.000007,0.999993
200000000000,2,TargetLarge,full,9.182868,1.728815,TargetLarge,0.982921,0.000000,0.017079,0.982921,LargeTargets,1.000000,0.000000,1.000000
201000000000,1,TargetMedium,partial,6.423410,nan,TargetMedium,0.667554,0.000000,0.667554,0.332446,LargeTargets,1.000000,0.000000,1.000000
201000000000,2,TargetLarge,partial,7.354757,nan,TargetLarge,0.640217,0.000000,0.359783,0.640217,LargeTargets,1.000000,0.000000,1.000000
202000000000,1,TargetMedium,partial,3.497348,nan,TargetMedium,0.645665,0.336704,0.645665,0.017630,LargeTargets,0.663296,0.336704,0.663296
202000000000,2,TargetLarge,partial,14.092097,nan,TargetLarge,1.000000,0.000000,0.000000,1.000000,LargeTargets,1.000000,0.000000,1.000000
203000000000,1,TargetMedium,partial,4.305576,nan,TargetMedium,0.923021,0.029391,0.923021,0.047588,LargeTargets,0.970609,0.029391,0.970609
203000000000,2,TargetLarge,partial,9.353023,nan,TargetLarge,0.979722,0.000000,0.020278,0.979722,LargeTargets,1.000000,0.000000,1.000000
204000000000,1,TargetMedium,partial,6.604776,nan,TargetMedium,0.613579,0.000000,0.613579,0.386421,LargeTargets,1.000000,0.000000,1.000000
204000000000,2,TargetLarge,partial,9.871112,nan,TargetLarge,0.992312,0.000000,0.007688,0.992312,LargeTargets,1.000000,0.000000,1.000000
205000000000,0,TargetSmall,full,2.469343,0.951647,TargetSmall,0.842442,0.842442,0.156056,0.001502,SmallTargets,0.842442,0.842442,0.157558
205000000000,1,TargetMedium,full,4.632800,0.431266,TargetMedium,0.952079,0.016206,0.952079,0.031716,LargeTargets,0.983794,0.016206,0.983794
205000000000,2,TargetLarge,full,8.105707,1.228522,TargetLarge,0.827791,0.000000,0.172209,0.827791,LargeTargets,1.000000,0.000000,1.000000
206000000000,0,TargetSmall,full,1.935793,0.951647,TargetSmall,0.924896,0.924896,0.074541,0.000562,SmallTargets,0.924896,0.924896,0.075104
206000000000,1,TargetMedium,full,3.032240,0.431266,TargetSmall,0.790922,0.790922,0.207076,0.002002,SmallTargets,0.790922,0.790922,0.209078
206000000000,2,TargetLarge,full,6.873197,1.228522,TargetMedium,0.564407,0.000000,0.564407,0.435593,LargeTargets,1.000000,0.000000,1.000000
207000000000,1,TargetMedium,partial,6.101366,nan,TargetMedium,0.749927,0.000004,0.749927,0.250069,LargeTargets,0.999996,0.000004,0.999996
207000000000,2,TargetLarge,partial,10.333961,nan,TargetLarge,0.996928,0.000000,0.003072,0.996928,LargeTargets,1.000000,0.000000,1.000000
208000000000,1,TargetMedium,partial,7.562820,nan,TargetLarge,0.707618,0.000000,0.292382,0.707618,LargeTargets,1.000000,0.000000,1.000000
208000000000,2,TargetLarge,partial,9.779921,nan,TargetLarge,0.990840,0.000000,0.009160,0.990840,LargeTargets,1.000000,0.000000,1.000000
209000000000,0,TargetSmall,partial,2.545037,nan,TargetSmall,0.844341,0.844341,0.153329,0.002330,SmallTargets,0.844341,0.844341,0.155659
209000000000,1,TargetMedium,full,3.877047,0.661946,TargetMedium,0.800032,0.184387,0.800032,0.015580,LargeTargets,0.815613,0.184387,0.815613
209000000000,2,TargetLarge,partial,11.261407,nan,TargetLarge,0.999572,0.000000,0.000428,0.999572,LargeTargets,1.000000,0.000000,1.000000
210000000000,0,TargetSmall,full,0.650200,1.033502,TargetSmall,0.953138,0.953138,0.046598,0.000264,SmallTargets,0.953138,0.953138,0.046862
210000000000,1,TargetMedium,full,6.742885,0.661946,TargetMedium,0.710965,0.000000,0.710965,0.289035,LargeTargets,1.000000,0.000000,1.000000
210000000000,2,TargetLarge,full,11.477100,1.569467,TargetLarge,0.999796,0.000000,0.000204,0.999796,LargeTargets,1.000000,0.000000,1.000000
211000000000,1,TargetMedium,partial,2.981947,nan,TargetSmall,0.675068,0.675068,0.318731,0.006201,SmallTargets,0.675068,0.675068,0.324932
211000000000,2,TargetLarge,partial,12.379274,nan,TargetLarge,0.999968,0.000000,0.000032,0.999968,LargeTargets,1.000000,0.000000,1.000000
212000000000,1,TargetMedium,partial,2.750619,nan,TargetSmall,0.780076,0.780076,0.216250,0.003675,SmallTargets,0.780076,0.780076,0.219924
212000000000,2,TargetLarge,partial,8.975443,nan,TargetLarge,0.960624,0.000000,0.039376,0.960624,LargeTargets,1.000000,0.000000,1.000000
213000000000,1,TargetMedium,partial,6.966815,nan,TargetLarge,0.506342,0.000000,0.493658,0.506342,LargeTargets,1.000000,0.000000,1.000000
213000000000,2,TargetLarge,partial,8.346327,nan,TargetLarge,0.892590,0.000000,0.107410,0.892590,LargeTargets,1.000000,0.000000,1.000000
214000000000,0,TargetSmall,full,2.999313,0.484480,TargetSmall,0.794520,0.794520,0.203511,0.001969,SmallTargets,0.794520,0.794520,0.205480
214000000000,1,TargetMedium,partial,4.969972,nan,TargetMedium,0.911194,0.001686,0.911194,0.087119,LargeTargets,0.998314,0.001686,0.998314
214000000000,2,TargetLarge,partial,7.173602,nan,TargetLarge,0.578202,0.000000,0.421798,0.578202,LargeTargets,1.000000,0.000000,1.000000
215000000000,0,TargetSmall,full,2.692254,0.484480,TargetSmall,0.886325,0.886325,0.112763,0.000913,SmallTargets,0.886325,0.886325,0.113675
215000000000,2,TargetLarge,full,8.526839,1.008959,TargetLarge,0.885899,0.000000,0.114101,0.885899,LargeTargets,1.000000,0.000000,1.000000
215000000000,1,TargetMedium,full,6.159661,0.848314,TargetMedium,0.821376,0.000003,0.821376,0.178621,LargeTargets,0.999997,0.000003,0.999997
216000000000,1,TargetMedium,full,5.233141,0.848314,TargetMedium,0.928931,0.000518,0.928931,0.070551,LargeTargets,0.999482,0.000518,0.999482
216000000000,2,TargetLarge,full,8.418388,1.008959,TargetLarge,0.866208,0.000000,0.133792,0.866208,LargeTargets,1.000000,0.000000,1.000000
217000000000,1,TargetMedium,partial,3.169524,nan,TargetSmall,0.562944,0.562944,0.427699,0.009357,SmallTargets,0.562944,0.562944,0.437056
217000000000,2,TargetLarge,partial,11.620146,nan,TargetLarge,0.999809,0.000000,0.000191,0.999809,LargeTargets,1.000000,0.000000,1.000000
218000000000,1,TargetMedium,partial,5.547951,nan,TargetMedium,0.850661,0.000089,0.850661,0.149250,LargeTargets,0.999911,0.000089,0.999911
218000000000,2,TargetLarge,partial,5.012138,nan,TargetMedium,0.908067,0.001380,0.908067,0.090553,LargeTargets,0.998620,0.001380,0.998620
219000000000,0,TargetSmall,partial,-0.012031,nan,TargetSmall,0.953062,0.953062,0.046587,0.000351,SmallTargets,0.953062,0.953062,0.046938
219000000000,1,TargetMedium,partial,8.287861,nan,TargetLarge,0.883015,0.000000,0.116985,0.883015,LargeTargets,1.000000,0.000000,1.000000
219000000000,2,TargetLarge,full,9.746118,2.429813,TargetLarge,0.998291,0.000000,0.001709,0.998291,LargeTargets,1.000000,0.000000,1.000000
220000000000,2,TargetLarge,full,8.131780,2.429813,TargetLarge,0.971234,0.000000,0.028766,0.971234,LargeTargets,1.000000,0.000000,1.000000
220000000000,1,TargetMedium,full,5.867176,0.714333,TargetMedium,0.877238,0.000022,0.877238,0.122740,LargeTargets,0.999978,0.000022,0.999978
220000000000,0,TargetSmall,full,1.437550,0.865530,TargetSmall,0.960568,0.960568,0.039201,0.000231,SmallTargets,0.960568,0.960568,0.039432
221000000000,0,TargetSmall,full,2.069852,0.865530,TargetSmall,0.925701,0.925701,0.073749,0.000550,SmallTargets,0.925701,0.925701,0.074299
221000000000,1,TargetMedium,full,5.184845,0.714333,TargetMedium,0.937327,0.000855,0.937327,0.061819,LargeTargets,0.999145,0.000855,0.999145
221000000000,2,TargetLarge,partial,5.061705,nan,TargetMedium,0.904137,0.001087,0.904137,0.094776,LargeTargets,0.998913,0.001087,0.998913
222000000000,1,TargetMedium,partial,5.430376,nan,TargetMedium,0.866215,0.000167,0.866215,0.133618,LargeTargets,0.999833,0.000167,0.999833
222000000000,2,TargetLarge,partial,10.020558,nan,TargetLarge,0.994255,0.000000,0.005745,0.994255,LargeTargets,1.000000,0.000000,1.000000
223000000000,1,TargetMedium,partial,2.628114,nan,TargetSmall,0.821268,0.821268,0.175938,0.002795,SmallTargets,0.821268,0.821268,0.178732
223000000000,2,TargetLarge,partial,9.483733,nan,TargetLarge,0.984027,0.000000,0.015973,0.984027,LargeTargets,1.000000,0.000000,1.000000
224000000000,0,TargetSmall,partial,2.580613,nan,TargetSmall,0.834903,0.834903,0.162579,0.002518,SmallTargets,0.834903,0.834903,0.165097
224000000000,1,TargetMedium,partial,2.515351,nan,TargetSmall,0.851738,0.851738,0.146076,0.002186,SmallTargets,0.851738,0.851738,0.148262
224000000000,2,TargetLarge,full,11.287976,1.988575,TargetLarge,0.999837,0.000000,0.000163,0.999837,LargeTargets,1.000000,0.000000,1.000000
225000000000,0,TargetSmall,full,1.549920,0.534897,TargetSmall,0.975203,0.975203,0.024673,0.000124,SmallTargets,0.975203,0.975203,0.024797
225000000000,1,TargetMedium,full,7.459233,0.793620,TargetLarge,0.547882,0.000000,0.452118,0.547882,LargeTargets,1.000000,0.000000,1.000000
225000000000,2,TargetLarge,full,6.008244,1.988575,TargetMedium,0.575678,0.000000,0.575678,0.424322,LargeTargets,1.000000,0.000000,1.000000
226000000000,1,TargetMedium,partial,3.845347,nan,TargetMedium,0.828864,0.141839,0.828864,0.029297,LargeTargets,0.858161,0.141839,0.858161
226000000000,2,TargetLarge,partial,10.874516,nan,TargetLarge,0.999005,0.000000,0.000995,0.999005,LargeTargets,1.000000,0.000000,1.000000
227000000000,1,TargetMedium,partial,3.900870,nan,TargetMedium,0.848622,0.120054,0.848622,0.031325,LargeTargets,0.879946,0.120054,0.879946
227000000000,2,TargetLarge,partial,9.981272,nan,TargetLarge,0.993795,0.000000,0.006205,0.993795,LargeTargets,1.000000,0.000000,1.000000
228000000000,1,TargetMedium,partial,4.351202,nan,TargetMedium,0.925712,0.024631,0.925712,0.049658,LargeTargets,0.975369,0.024631,0.975369
228000000000,2,TargetLarge,partial,6.454351,nan,TargetMedium,0.658709,0.000000,0.658709,0.341291,LargeTargets,1.000000,0.000000,1.000000
229000000000,1,TargetMedium,partial,4.390697,nan,TargetMedium,0.927413,0.021083,0.927413,0.051504,LargeTargets,0.978917,0.021083,0.978917
229000000000,2,TargetLarge,partial,8.534656,nan,TargetLarge,0.919220,0.000000,0.080780,0.919220,LargeTargets,1.000000,0.000000,1.000000
230000000000,0,TargetSmall,full,2.309572,0.599432,TargetSmall,0.932611,0.932611,0.066919,0.000470,SmallTargets,0.932611,0.932611,0.067389
230000000000,1,TargetMedium,full,3.509816,0.934001,TargetMedium,0.684032,0.303738,0.684032,0.012230,LargeTargets,0.696262,0.303738,0.696262
230000000000,2,TargetLarge,full,5.934529,1.180851,TargetMedium,0.818139,0.000005,0.818139,0.181856,LargeTargets,0.999995,0.000005,0.999995
231000000000,0,TargetSmall,full,2.332989,0.599432,TargetSmall,0.930072,0.930072,0.069435,0.000493,SmallTargets,0.930072,0.930072,0.069928
231000000000,1,TargetMedium,full,4.816480,0.934001,TargetMedium,0.946350,0.003122,0.946350,0.050528,LargeTargets,0.996878,0.003122,0.996878
231000000000,2,TargetLarge,full,10.632235,1.180851,TargetLarge,0.997961,0.000000,0.002039,0.997961,LargeTargets,1.000000,0.000000,1.000000
232000000000,1,TargetMedium,partial,4.415605,nan,TargetMedium,0.928214,0.019091,0.928214,0.052696,LargeTargets,0.980909,0.019091,0.980909
232000000000,2,TargetLarge,partial,11.183103,nan,TargetLarge,0.999491,0.000000,0.000509,0.999491,LargeTargets,1.000000,0.000000,1.000000
233000000000,1,TargetMedium,partial,5.741894,nan,TargetMedium,0.820827,0.000030,0.820827,0.179143,LargeTargets,0.999970,0.000030,0.999970
233000000000,2,TargetLarge,partial,9.930091,nan,TargetLarge,0.993143,0.000000,0.006857,0.993143,LargeTargets,1.000000,0.000000,1.000000
234000000000,0,TargetSmall,partial,2.260141,nan,TargetSmall,0.900335,0.900335,0.098366,0.001298,SmallTargets,0.900335,0.900335,0.099665
234000000000,1,TargetMedium,full,6.213394,1.494955,TargetMedium,0.690386,0.000000,0.690386,0.309614,LargeTargets,1.000000,0.000000,1.000000
234000000000,2,TargetLarge,partial,8.963302,nan,TargetLarge,0.959802,0.000000,0.040198,0.959802,LargeTargets,1.000000,0.000000,1.000000
235000000000,1,TargetMedium,full,5.549686,1.494955,TargetMedium,0.829108,0.000014,0.829108,0.170878,LargeTargets,0.999986,0.000014,0.999986
235000000000,0,TargetSmall,full,1.241023,0.573324,TargetSmall,0.978615,0.978615,0.021286,0.000099,SmallTargets,0.978615,0.978615,0.021385
235000000000,2,TargetLarge,full,11.021724,0.474509,TargetLarge,0.998523,0.000000,0.001477,0.998523,LargeTargets,1.000000,0.000000,1.000000
236000000000,0,TargetSmall,full,1.516529,0.573324,TargetSmall,0.974595,0.974595,0.025277,0.000128,SmallTargets,0.974595,0.974595,0.025405
236000000000,2,TargetLarge,full,4.132195,0.474509,TargetMedium,0.875783,0.105115,0.875783,0.019102,LargeTargets,0.894885,0.105115,0.894885
236000000000,1,TargetMedium,partial,6.639603,nan,TargetMedium,0.602662,0.000000,0.602662,0.397338,LargeTargets,1.000000,0.000000,1.000000
237000000000,1,TargetMedium,partial,4.083665,nan,TargetMedium,0.895621,0.066085,0.895621,0.038294,LargeTargets,0.933915,0.066085,0.933915
237000000000,2,TargetLarge,partial,11.488068,nan,TargetLarge,0.999742,0.000000,0.000258,0.999742,LargeTargets,1.000000,0.000000,1.000000
238000000000,1,TargetMedium,partial,6.422762,nan,TargetMedium,0.667737,0.000000,0.667737,0.332262,LargeTargets,1.000000,0.000000,1.000000
238000000000,2,TargetLarge,partial,7.632812,nan,TargetLarge,0.728928,0.000000,0.271072,0.728928,LargeTargets,1.000000,0.000000,1.000000
239000000000,0,TargetSmall,partial,1.830931,nan,TargetSmall,0.942528,0.942528,0.056847,0.000625,SmallTargets,0.942528,0.942528,0.057472
239000000000,1,TargetMedium,full,4.959262,2.278497,TargetMedium,0.714174,0.000006,0.714174,0.285820,LargeTargets,0.999994,0.000006,0.999994
239000000000,2,TargetLarge,partial,8.382901,nan,TargetLarge,0.898254,0.000000,0.101746,0.898254,LargeTargets,1.000000,0.000000,1.000000
240000000000,1,TargetMedium,full,4.944836,2.278497,TargetMedium,0.717082,0.000007,0.717082,0.282911,LargeTargets,0.999993,0.000007,0.999993
240000000000,2,TargetLarge,full,9.081974,1.243485,TargetLarge,0.962478,0.000000,0.037522,0.962478,LargeTargets,1.000000,0.000000,1.000000
240000000000,0,TargetSmall,full,1.941545,0.574341,TargetSmall,0.961093,0.961093,0.038679,0.000228,SmallTargets,0.961093,0.961093,0.038907
241000000000,0,TargetSmall,full,1.141097,0.574341,TargetSmall,0.979468,0.979468,0.020440,0.000093,SmallTargets,0.979468,0.979468,0.020532
241000000000,1,TargetMedium,partial,3.756444,nan,TargetMedium,0.791488,0.182380,0.791488,0.026132,LargeTargets,0.817620,0.182380,0.817620
241000000000,2,TargetLarge,partial,10.720408,nan,TargetLarge,0.998620,0.000000,0.001380,0.998620,LargeTargets,1.000000,0.000000,1.000000
242000000000,1,TargetMedium,partial,5.472561,nan,TargetMedium,0.860842,0.000133,0.860842,0.139024,LargeTargets,0.999867,0.000133,0.999867
242000000000,2,TargetLarge,partial,8.908238,nan,TargetLarge,0.955880,0.000000,0.044120,0.955880,LargeTargets,1.000000,0.000000,1.000000
243000000000,1,TargetMedium,partial,4.475033,nan,TargetMedium,0.929357,0.015010,0.929357,0.055633,LargeTargets,0.984990,0.015010,0.984990
243000000000,2,TargetLarge,partial,13.257893,nan,TargetLarge,0.999997,0.000000,0.000003,0.999997,LargeTargets,1.000000,0.000000,1.000000
244000000000,0,TargetSmall,partial,2.297997,nan,TargetSmall,0.894583,0.894583,0.104019,0.001398,SmallTargets,0.894583,0.894583,0.105417
244000000000,1,TargetMedium,partial,6.687198,nan,TargetMedium,0.587486,0.000000,0.587486,0.412514,LargeTargets,1.000000,0.000000,1.000000
244000000000,2,TargetLarge,full,9.589050,0.362747,TargetLarge,0.972485,0.000000,0.027515,0.972485,LargeTargets,1.000000,0.000000,1.000000
245000000000,1,TargetMedium,full,4.096842,1.349579,TargetMedium,0.941708,0.018412,0.941708,0.039881,LargeTargets,0.981588,0.018412,0.981588
245000000000,2,TargetLarge,full,8.973231,0.362747,TargetLarge,0.919582,0.000000,0.080418,0.919582,LargeTargets,1.000000,0.000000,1.000000
245000000000,0,TargetSmall,full,1.567877,0.442935,TargetSmall,0.977392,0.977392,0.022499,0.000109,SmallTargets,0.977392,0.977392,0.022608
246000000000,0,TargetSmall,full,1.660641,0.442935,TargetSmall,0.975464,0.975464,0.024414,0.000122,SmallTargets,0.975464,0.975464,0.024536
246000000000,1,TargetMedium,partial,7.217190,nan,TargetLarge,0.593292,0.000000,0.406708,0.593292,LargeTargets,1.000000,0.000000,1.000000
246000000000,2,TargetLarge,partial,10.320021,nan,TargetLarge,0.996840,0.000000,0.003160,0.996840,LargeTargets,1.000000,0.000000,1.000000
247000000000,1,TargetMedium,partial,4.732085,nan,TargetMedium,0.924800,0.005017,0.924800,0.070183,LargeTargets,0.994983,0.005017,0.994983
247000000000,2,TargetLarge,partial,9.412495,nan,TargetLarge,0.981799,0.000000,0.018201,0.981799,LargeTargets,1.000000,0.000000,1.000000
248000000000,1,TargetMedium,partial,4.467032,nan,TargetMedium,0.929262,0.015509,0.929262,0.055230,LargeTargets,0.984491,0.015509,0.984491
248000000000,2,TargetLarge,partial,9.490037,nan,TargetLarge,0.984211,0.000000,0.015789,0.984211,LargeTargets,1.000000,0.000000,1.000000
249000000000,1,TargetMedium,partial,6.138817,nan,TargetMedium,0.741278,0.000003,0.741278,0.258720,LargeTargets,0.999997,0.000003,0.999997
249000000000,2,TargetLarge,partial,12.089052,nan,TargetLarge,0.999936,0.000000,0.000064,0.999936,LargeTargets,1.000000,0.000000,1.000000
250000000000,2,TargetLarge,full,9.624983,1.784890,TargetLarge,0.993028,0.000000,0.006972,0.993028,LargeTargets,1.000000,0.000000,1.000000
250000000000,1,TargetMedium,full,6.795342,0.342508,TargetMedium,0.724887,0.000000,0.724887,0.275113,LargeTargets,1.000000,0.000000,1.000000
250000000000,0,TargetSmall,full,2.549253,0.415776,TargetSmall,0.918327,0.918327,0.081082,0.000592,SmallTargets,0.918327,0.918327,0.081673
251000000000,0,TargetSmall,full,2.619066,0.415776,TargetSmall,0.907280,0.907280,0.092023,0.000697,SmallTargets,0.907280,0.907280,0.092720
251000000000,1,TargetMedium,full,5.951362,0.342508,TargetMedium,0.884730,0.000022,0.884730,0.115248,LargeTargets,0.999978,0.000022,0.999978
251000000000,2,TargetLarge,full,9.463025,1.784890,TargetLarge,0.990565,0.000000,0.009435,0.990565,LargeTargets,1.000000,0.000000,1.000000
252000000000,1,TargetMedium,partial,6.816109,nan,TargetMedium,0.545068,0.000000,0.545068,0.454932,LargeTargets,1.000000,0.000000,1.000000
252000000000,2,TargetLarge,partial,8.083726,nan,TargetLarge,0.844318,0.000000,0.155682,0.844318,LargeTargets,1.000000,0.000000,1.000000
253000000000,1,TargetMedium,partial,2.833164,nan,TargetSmall,0.746902,0.746902,0.248668,0.004429,SmallTargets,0.746902,0.746902,0.253098
253000000000,2,TargetLarge,partial,9.058094,nan,TargetLarge,0.965830,0.000000,0.034170,0.965830,LargeTargets,1.000000,0.000000,1.000000
254000000000,0,TargetSmall,partial,1.569848,nan,TargetSmall,0.955165,0.955165,0.044391,0.000445,SmallTargets,0.955165,0.955165,0.044835
254000000000,1,TargetMedium,partial,6.101391,nan,TargetMedium,0.749921,0.000004,0.749921,0.250075,LargeTargets,0.999996,0.000004,0.999996
254000000000,2,TargetLarge,full,8.960049,1.305720,TargetLarge,0.956736,0.000000,0.043264,0.956736,LargeTargets,1.000000,0.000000,1.000000
255000000000,2,TargetLarge,full,11.135199,1.305720,TargetLarge,0.999393,0.000000,0.000607,0.999393,LargeTargets,1.000000,0.000000,1.000000
255000000000,0,TargetSmall,full,3.284896,0.531982,TargetSmall,0.633193,0.633193,0.362509,0.004299,SmallTargets,0.633193,0.633193,0.366807
255000000000,1,TargetMedium,full,3.511486,1.096392,TargetMedium,0.759729,0.224580,0.759729,0.015692,LargeTargets,0.775420,0.224580,0.775420
256000000000,0,TargetSmall,full,2.065250,0.531982,TargetSmall,0.956827,0.956827,0.042912,0.000261,SmallTargets,0.956827,0.956827,0.043173
256000000000,1,TargetMedium,full,3.643228,1.096392,TargetMedium,0.820148,0.161219,0.820148,0.018633,LargeTargets,0.838781,0.161219,0.838781
256000000000,2,TargetLarge,partial,7.244715,nan,TargetLarge,0.602779,0.000000,0.397221,0.602779,LargeTargets,1.000000,0.000000,1.000000
257000000000,1,TargetMedium,partial,5.926506,nan,TargetMedium,0.787099,0.000010,0.787099,0.212891,LargeTargets,0.999990,0.000010,0.999990
257000000000,2,TargetLarge,partial,7.185747,nan,TargetLarge,0.582414,0.000000,0.417586,0.582414,LargeTargets,1.000000,0.000000,1.000000
258000000000,1,TargetMedium,partial,3.008426,nan,TargetSmall,0.660634,0.660634,0.332786,0.006580,SmallTargets,0.660634,0.660634,0.339366
258000000000,2,TargetLarge,partial,10.700188,nan,TargetLarge,0.998560,0.000000,0.001440,0.998560,LargeTargets,1.000000,0.000000,1.000000
259000000000,0,TargetSmall,full,2.284934,0.718204,TargetSmall,0.922543,0.922543,0.076886,0.000571,SmallTargets,0.922543,0.922543,0.077457
259000000000,1,TargetMedium,partial,5.767607,nan,TargetMedium,0.816454,0.000026,0.816454,0.183521,LargeTargets,0.999974,0.000026,0.999974
259000000000,2,TargetLarge,partial,12.373976,nan,TargetLarge,0.999968,0.000000,0.000032,0.999968,LargeTargets,1.000000,0.000000,1.000000
260000000000,0,TargetSmall,full,2.343050,0.718204,TargetSmall,0.915237,0.915237,0.084121,0.000642,SmallTargets,0.915237,0.915237,0.084763
260000000000,2,TargetLarge,full,7.617366,0.332015,TargetLarge,0.550521,0.000000,0.449479,0.550521,LargeTargets,1.000000,0.000000,1.000000
260000000000,1,TargetMedium,full,4.382869,0.856512,TargetMedium,0.944945,0.023207,0.944945,0.031848,LargeTargets,0.976793,0.023207,0.976793
261000000000,1,TargetMedium,full,5.234567,0.856512,TargetMedium,0.928446,0.000505,0.928446,0.071049,LargeTargets,0.999495,0.000505,0.999495
261000000000,2,TargetLarge,partial,8.026486,nan,TargetLarge,0.831944,0.000000,0.168056,0.831944,LargeTargets,1.000000,0.000000,1.000000
